Year,Health Condition,General happiness,U.S. Region,Income,Race,Sex,Highest Degree,Age,Marital status,Work Status,ID
2010,Good,10,South atlantic,$25000 or more,White,Female,Graduate,27,Never married,Working fulltime,630
2010,Good,10,South atlantic,$25000 or more,Other,Male,High school,34,Never married,Working fulltime,631
2010,Good,10,South atlantic,$25000 or more,White,Female,Bachelor,41,Married,Working fulltime,632
2010,Fair,5,South atlantic,$10000 - 14999,White,Male,High school,45,Married,Working parttime,635
2010,Good,10,South atlantic,$15000 - 19999,White,Female,Junior college,48,Married,Temp not working,636
2010,Good,10,South atlantic,$15000 - 19999,White,Female,High school,28,Married,Working fulltime,642
2010,Good,10,South atlantic,$25000 or more,White,Male,High school,60,Married,Retired,647
2010,Fair,10,South atlantic,$20000 - 24999,White,Male,High school,25,Married,Working fulltime,648
2010,Fair,0,South atlantic,$20000 - 24999,White,Female,Lt high school,69,Married,Working parttime,649
2010,Good,10,South atlantic,$10000 - 14999,White,Female,High school,42,Divorced,"Unempl, laid off",651
2010,Good,10,South atlantic,$25000 or more,White,Female,Graduate,59,Never married,Temp not working,652
2010,Good,0,W. nor. central,$25000 or more,White,Female,Bachelor,60,Divorced,Working fulltime,654
2010,Good,5,E. nor. central,$25000 or more,White,Male,Bachelor,40,Married,Working fulltime,661
2010,Good,10,W. nor. central,$25000 or more,White,Female,High school,37,Divorced,Working fulltime,673
2010,Fair,5,W. sou. central,$25000 or more,White,Male,High school,25,Married,Working fulltime,682
2010,Good,10,W. sou. central,$5000 to 5999,Black,Female,High school,23,Never married,Working parttime,684
2010,Good,10,W. sou. central,$10000 - 14999,White,Female,High school,24,Never married,School,687
2010,Good,10,W. sou. central,$25000 or more,White,Male,High school,45,Married,Working fulltime,688
2010,Fair,0,South atlantic,$20000 - 24999,Black,Female,Junior college,50,Married,Working fulltime,693
2010,Fair,5,South atlantic,$25000 or more,White,Male,Bachelor,35,Married,Working fulltime,698
2010,Excellent,5,South atlantic,$25000 or more,White,Female,Graduate,34,Married,Working fulltime,703
2010,Good,5,South atlantic,$15000 - 19999,Other,Female,Graduate,29,Never married,Working fulltime,704
2010,Excellent,10,South atlantic,$15000 - 19999,White,Male,Graduate,29,Never married,Temp not working,705
2010,Fair,10,South atlantic,$25000 or more,Black,Female,High school,23,Never married,"Unempl, laid off",707
2010,Excellent,5,South atlantic,$25000 or more,Black,Male,Graduate,54,Divorced,Working fulltime,708
2010,Good,10,Pacific,$7000 to 7999,White,Male,Bachelor,48,Never married,Working fulltime,714
2010,Fair,0,Pacific,$5000 to 5999,Other,Female,Lt high school,64,Separated,Keeping house,716
2010,Excellent,5,Pacific,$25000 or more,White,Female,Graduate,45,Married,Working fulltime,720
2010,Excellent,10,Pacific,$25000 or more,White,Male,Bachelor,33,Never married,Working fulltime,721
2010,Fair,5,Pacific,$25000 or more,White,Female,Graduate,48,Married,Working fulltime,724
2010,Fair,0,Pacific,$25000 or more,Other,Male,Graduate,50,Married,Working parttime,732
2010,Good,10,Pacific,$25000 or more,White,Male,Graduate,43,Married,Working fulltime,735
2010,Good,10,Pacific,$10000 - 14999,White,Male,High school,31,Never married,Working fulltime,736
2010,Good,0,Pacific,$15000 - 19999,White,Male,High school,32,Separated,Working fulltime,738
2010,Excellent,10,Pacific,$25000 or more,Other,Male,High school,52,Never married,Keeping house,741
2010,Good,10,Pacific,$25000 or more,White,Female,Junior college,25,Never married,Working fulltime,743
2010,Good,10,Pacific,$25000 or more,White,Female,Junior college,28,Divorced,Working fulltime,744
2010,Good,10,Middle atlantic,$25000 or more,Other,Male,Bachelor,36,Never married,Working fulltime,749
2010,Excellent,10,Middle atlantic,$3000 to 3999,White,Male,Junior college,35,Never married,Working fulltime,752
2010,Good,10,Middle atlantic,$3000 to 3999,White,Female,High school,74,Married,Working parttime,755
2010,Good,10,Middle atlantic,$25000 or more,White,Male,High school,35,Married,"Unempl, laid off",756
2010,Good,10,Middle atlantic,$20000 - 24999,White,Female,High school,42,Divorced,Working fulltime,757
2010,Good,10,Mountain,$25000 or more,White,Male,Bachelor,38,Never married,Working fulltime,759
2010,Excellent,10,Mountain,$25000 or more,White,Male,Bachelor,27,Never married,Working fulltime,761
2010,Fair,0,Mountain,$20000 - 24999,White,Male,High school,63,Never married,Working fulltime,763
2010,Excellent,5,Mountain,$25000 or more,White,Male,Junior college,27,Never married,Working fulltime,764
2010,Fair,10,Mountain,$15000 - 19999,White,Female,High school,24,Married,School,766
2010,Good,10,Mountain,$25000 or more,White,Female,Bachelor,55,Never married,Working fulltime,768
2010,Excellent,10,Mountain,$10000 - 14999,Other,Female,High school,20,Married,Working fulltime,770
2010,Good,10,Mountain,$25000 or more,White,Male,Junior college,36,Married,Working fulltime,773
2010,Good,10,Mountain,$20000 - 24999,White,Female,High school,51,Divorced,Working fulltime,775
2010,Fair,10,Mountain,$25000 or more,White,Female,High school,58,Divorced,Working fulltime,777
2010,Excellent,5,E. nor. central,$10000 - 14999,Black,Female,High school,53,Married,Working parttime,785
2010,Good,10,E. nor. central,$20000 - 24999,White,Female,Lt high school,72,Widowed,Working fulltime,786
2010,Good,5,E. nor. central,$25000 or more,White,Male,Graduate,56,Married,Working fulltime,789
2010,Good,10,New england,$3000 to 3999,White,Female,High school,70,Divorced,Retired,795
2010,Good,5,New england,$25000 or more,White,Female,Bachelor,42,Married,Working fulltime,797
2010,Excellent,10,New england,$25000 or more,White,Female,Bachelor,49,Married,Working fulltime,799
2010,Excellent,0,New england,$25000 or more,Black,Male,High school,27,Never married,Working fulltime,804
2010,Excellent,10,New england,$25000 or more,White,Male,High school,27,Never married,Working fulltime,806
2010,Good,10,New england,$25000 or more,White,Male,Graduate,59,Married,Retired,808
2010,Excellent,10,New england,$25000 or more,White,Female,Graduate,73,Widowed,Working parttime,809
2010,Fair,10,Middle atlantic,$10000 - 14999,White,Male,Graduate,76,Married,Working parttime,814
2010,Good,10,Middle atlantic,$10000 - 14999,White,Male,High school,52,Divorced,Working parttime,815
2010,Poor,10,Middle atlantic,$3000 to 3999,White,Male,High school,55,Divorced,"Unempl, laid off",828
2010,Good,5,Middle atlantic,$10000 - 14999,Other,Female,Lt high school,36,Married,Working fulltime,829
2010,Fair,10,Middle atlantic,$15000 - 19999,White,Female,High school,58,Separated,Working fulltime,831
2010,Good,10,Middle atlantic,$25000 or more,White,Male,Bachelor,60,Married,Working fulltime,834
2010,Good,10,Middle atlantic,$15000 - 19999,White,Female,High school,58,Married,"Unempl, laid off",835
2010,Good,5,Middle atlantic,$25000 or more,White,Male,Bachelor,35,Married,Working fulltime,837
2010,Excellent,10,Middle atlantic,$10000 - 14999,White,Female,High school,58,Married,"Unempl, laid off",842
2010,Fair,10,Middle atlantic,$25000 or more,White,Female,Graduate,41,Married,Working fulltime,844
2010,Fair,10,Middle atlantic,$25000 or more,White,Male,Graduate,41,Married,Working fulltime,848
2010,Good,10,Middle atlantic,$15000 - 19999,White,Female,Bachelor,55,Divorced,Working fulltime,849
2010,Good,10,Middle atlantic,$25000 or more,White,Male,Lt high school,44,Married,Working fulltime,851
2010,Fair,0,Middle atlantic,$25000 or more,White,Male,Bachelor,61,Married,"Unempl, laid off",852
2010,Good,10,Middle atlantic,$8000 to 9999,White,Female,Graduate,67,Widowed,Working parttime,854
2010,Fair,10,Middle atlantic,$20000 - 24999,White,Female,High school,42,Never married,"Unempl, laid off",855
2010,Good,10,Middle atlantic,$10000 - 14999,Black,Female,Lt high school,46,Never married,Keeping house,858
2010,Fair,10,Middle atlantic,$20000 - 24999,White,Female,High school,57,Divorced,Working fulltime,863
2010,Good,10,Middle atlantic,$25000 or more,White,Male,Junior college,30,Married,Working fulltime,867
2010,Fair,5,Middle atlantic,$25000 or more,White,Male,High school,44,Married,"Unempl, laid off",869
2010,Good,10,Middle atlantic,$25000 or more,White,Female,High school,30,Married,Working fulltime,872
2010,Good,10,E. nor. central,$25000 or more,White,Male,High school,52,Divorced,Working fulltime,879
2010,Fair,0,E. nor. central,$10000 - 14999,White,Male,High school,61,Married,Working fulltime,887
2010,Good,5,E. nor. central,$6000 to 6999,White,Male,Lt high school,38,Married,Working fulltime,889
2010,Good,5,E. nor. central,$3000 to 3999,White,Male,High school,21,Never married,Working fulltime,892
2010,Fair,10,E. nor. central,$20000 - 24999,White,Male,High school,46,Married,Working fulltime,895
2010,Excellent,10,E. nor. central,$15000 - 19999,White,Female,High school,22,Never married,Working parttime,896
2010,Excellent,5,E. nor. central,$10000 - 14999,White,Female,High school,49,Divorced,"Unempl, laid off",897
2010,Good,5,E. nor. central,$25000 or more,White,Female,Bachelor,59,Never married,Working fulltime,900
2010,Excellent,10,E. nor. central,$25000 or more,White,Female,High school,37,Never married,"Unempl, laid off",902
2010,Good,10,E. nor. central,$4000 to 4999,Black,Female,Lt high school,29,Never married,"Unempl, laid off",903
2010,Good,10,E. nor. central,$25000 or more,White,Male,Graduate,64,Married,Working fulltime,904
2010,Good,5,E. nor. central,$25000 or more,White,Male,Graduate,72,Married,Retired,906
2010,Excellent,10,E. nor. central,$25000 or more,White,Male,Graduate,33,Never married,Working fulltime,907
2010,Good,0,E. nor. central,$10000 - 14999,White,Female,High school,28,Separated,Working fulltime,910
2010,Good,10,E. nor. central,$25000 or more,White,Male,High school,43,Married,Working fulltime,913
2010,Excellent,0,E. nor. central,$20000 - 24999,White,Female,High school,30,Never married,Working fulltime,915
2010,Excellent,0,E. nor. central,$25000 or more,White,Male,Lt high school,60,Divorced,Working fulltime,917
2010,Good,5,E. nor. central,$8000 to 9999,White,Female,High school,32,Never married,Keeping house,918
2010,Fair,10,E. nor. central,$25000 or more,White,Male,High school,33,Married,Working fulltime,920
2010,Good,10,E. nor. central,$20000 - 24999,White,Female,High school,62,Divorced,Working fulltime,923
2010,Good,5,E. nor. central,$3000 to 3999,White,Male,Bachelor,69,Married,Retired,924
2010,Excellent,0,E. nor. central,$1000 to 2999,White,Male,High school,27,Married,"Unempl, laid off",926
2010,Good,10,E. nor. central,$3000 to 3999,White,Female,High school,62,Married,"Unempl, laid off",927
2010,Excellent,5,E. nor. central,$6000 to 6999,White,Female,High school,32,Married,Other,929
2010,Good,5,E. nor. central,$25000 or more,White,Female,Graduate,29,Married,Temp not working,931
2010,Good,10,E. nor. central,$25000 or more,White,Male,Graduate,61,Married,Working parttime,932
2010,Good,10,E. nor. central,$25000 or more,White,Male,High school,44,Divorced,Working fulltime,933
2010,Excellent,5,E. nor. central,$1000 to 2999,White,Male,High school,20,Never married,Working parttime,936
2010,Good,10,E. nor. central,$1000 to 2999,White,Male,High school,50,Divorced,"Unempl, laid off",938
2010,Good,0,E. nor. central,$25000 or more,White,Female,Graduate,57,Divorced,Working fulltime,940
2010,Good,10,E. nor. central,$25000 or more,White,Male,High school,27,Married,Working fulltime,941
2010,Fair,10,E. nor. central,$25000 or more,White,Female,High school,33,Never married,Working fulltime,943
2010,Good,10,E. nor. central,$25000 or more,White,Male,High school,31,Married,Working fulltime,945
2010,Good,10,E. nor. central,$25000 or more,White,Female,High school,53,Married,Working fulltime,947
2010,Good,10,E. nor. central,$15000 - 19999,White,Female,High school,33,Never married,Working parttime,949
2010,Fair,10,E. nor. central,$15000 - 19999,White,Male,Lt high school,25,Never married,Working fulltime,953
2010,Excellent,0,E. nor. central,$15000 - 19999,Other,Male,Bachelor,26,Never married,School,956
2010,Excellent,10,E. nor. central,$25000 or more,White,Male,High school,36,Married,Working fulltime,958
2010,Excellent,5,E. nor. central,$1000 to 2999,White,Male,High school,25,Married,"Unempl, laid off",965
2010,Good,5,E. nor. central,$25000 or more,White,Male,High school,25,Never married,Working fulltime,967
2010,Fair,10,E. nor. central,Lt $1000,White,Female,High school,37,Married,Working fulltime,970
2010,Good,10,E. nor. central,$25000 or more,Other,Female,Graduate,61,Divorced,Working fulltime,973
2010,Excellent,10,E. nor. central,$7000 to 7999,White,Female,High school,36,Married,Working fulltime,976
2010,Excellent,10,E. nor. central,$25000 or more,White,Female,Graduate,32,Married,Working fulltime,980
2010,Good,5,E. nor. central,$20000 - 24999,White,Male,Lt high school,26,Married,Working fulltime,982
2010,Good,10,E. nor. central,$25000 or more,White,Female,Graduate,30,Married,Working fulltime,983
2010,Good,10,E. nor. central,$25000 or more,White,Female,Graduate,63,Never married,Working fulltime,986
2010,Excellent,5,E. nor. central,$25000 or more,White,Female,Graduate,34,Never married,Working fulltime,989
2010,Good,10,E. nor. central,$25000 or more,Black,Male,Graduate,59,Married,"Unempl, laid off",990
2010,Excellent,10,E. nor. central,$25000 or more,White,Female,Junior college,56,Married,Working parttime,995
2010,Excellent,10,E. nor. central,$10000 - 14999,White,Female,Graduate,30,Never married,Working fulltime,997
2010,Excellent,5,E. nor. central,$1000 to 2999,White,Female,High school,21,Never married,Working parttime,998
2010,Good,0,E. nor. central,$6000 to 6999,White,Male,High school,24,Married,Working parttime,1002
2010,Fair,0,E. nor. central,$10000 - 14999,White,Female,High school,45,Never married,Working parttime,1004
2010,Excellent,10,E. nor. central,$20000 - 24999,White,Female,Junior college,27,Married,Working fulltime,1006
2010,Excellent,5,E. nor. central,$25000 or more,White,Female,Bachelor,58,Never married,Working fulltime,1008
2010,Fair,10,E. nor. central,$25000 or more,White,Male,Graduate,45,Married,Working fulltime,1009
2010,Good,10,E. nor. central,$25000 or more,White,Male,Graduate,49,Married,Working fulltime,1010
2010,Excellent,5,E. nor. central,$25000 or more,White,Male,High school,44,Married,Working fulltime,1013
2010,Excellent,10,E. nor. central,$25000 or more,White,Male,High school,31,Married,Working fulltime,1014
2010,Good,10,E. nor. central,$25000 or more,White,Male,High school,59,Married,Retired,1017
2010,Good,10,E. nor. central,$25000 or more,White,Male,High school,33,Married,"Unempl, laid off",1018
2010,Good,0,E. nor. central,$8000 to 9999,White,Female,Junior college,36,Never married,Keeping house,1019
2010,Fair,10,E. nor. central,$20000 - 24999,White,Female,High school,62,Married,Keeping house,1023
2010,Excellent,10,E. nor. central,$25000 or more,White,Male,Graduate,38,Married,Working fulltime,1025
2010,Good,10,E. nor. central,$25000 or more,White,Female,Graduate,31,Never married,Working fulltime,1026
2010,Good,0,E. nor. central,$10000 - 14999,White,Female,High school,25,Never married,Working parttime,1028
2010,Good,10,E. nor. central,$1000 to 2999,White,Female,High school,26,Never married,Working parttime,1030
2010,Good,10,E. nor. central,$20000 - 24999,White,Male,High school,46,Divorced,Working fulltime,1031
2010,Poor,10,E. nor. central,$6000 to 6999,Black,Female,High school,51,Married,Temp not working,1035
2010,Excellent,10,E. nor. central,$20000 - 24999,White,Female,High school,28,Married,Keeping house,1037
2010,Excellent,10,E. nor. central,$25000 or more,Black,Female,Graduate,41,Never married,Working fulltime,1040
2010,Excellent,5,E. nor. central,$25000 or more,White,Female,Graduate,69,Divorced,Working fulltime,1041
2010,Good,10,E. nor. central,$8000 to 9999,White,Male,Graduate,58,Married,Working parttime,1043
2010,Good,10,E. nor. central,$15000 - 19999,White,Female,High school,57,Widowed,Working fulltime,1045
2010,Excellent,5,E. nor. central,$10000 - 14999,White,Female,High school,24,Never married,School,1046
2010,Good,5,E. nor. central,$25000 or more,White,Male,Bachelor,52,Married,Working fulltime,1048
2010,Good,5,E. sou. central,$25000 or more,Black,Female,Graduate,64,Divorced,Working fulltime,1051
2010,Good,0,E. sou. central,$25000 or more,White,Male,High school,49,Divorced,Working fulltime,1052
2010,Fair,10,E. sou. central,$25000 or more,White,Female,High school,25,Never married,Working fulltime,1057
2010,Fair,10,E. sou. central,$25000 or more,White,Male,Bachelor,43,Married,Working fulltime,1058
2010,Good,10,E. nor. central,$25000 or more,White,Male,Bachelor,50,Married,Working fulltime,1062
2010,Excellent,5,E. nor. central,$25000 or more,White,Male,Bachelor,41,Married,Working fulltime,1063
2010,Excellent,0,E. nor. central,$25000 or more,White,Female,Bachelor,46,Divorced,Working fulltime,1065
2010,Good,10,W. nor. central,$25000 or more,White,Female,High school,23,Never married,Working fulltime,1067
2010,Good,10,W. nor. central,$25000 or more,White,Male,High school,25,Married,Working fulltime,1068
2010,Excellent,0,W. nor. central,$25000 or more,White,Male,Graduate,53,Never married,Working fulltime,1070
2010,Good,10,W. nor. central,$20000 - 24999,White,Female,Bachelor,29,Never married,Working fulltime,1073
2010,Good,10,W. nor. central,$10000 - 14999,White,Male,Bachelor,62,Widowed,Working parttime,1074
2010,Good,10,W. nor. central,$25000 or more,White,Male,Bachelor,31,Married,Working fulltime,1076
2010,Good,5,W. nor. central,$25000 or more,White,Female,Bachelor,26,Married,Working fulltime,1080
2010,Excellent,5,W. nor. central,$10000 - 14999,White,Female,High school,46,Married,Working parttime,1081
2010,Good,5,W. nor. central,$25000 or more,White,Male,Bachelor,53,Married,Working fulltime,1083
2010,Good,10,W. nor. central,$25000 or more,White,Female,High school,34,Married,Working fulltime,1084
2010,Good,10,E. nor. central,$20000 - 24999,White,Female,Bachelor,27,Married,Working fulltime,1088
2010,Good,10,E. nor. central,$25000 or more,White,Male,Junior college,43,Married,Working fulltime,1090
2010,Good,10,E. nor. central,$25000 or more,Other,Male,Bachelor,31,Married,Working fulltime,1092
2010,Good,5,E. nor. central,$4000 to 4999,White,Male,Lt high school,21,Never married,Working parttime,1094
2010,Excellent,10,E. nor. central,$5000 to 5999,White,Male,High school,24,Never married,School,1096
2010,Good,10,E. nor. central,$20000 - 24999,White,Male,High school,47,Married,Temp not working,1097
2010,Good,0,E. nor. central,$3000 to 3999,White,Female,High school,26,Never married,Working fulltime,1100
2010,Excellent,0,E. nor. central,$25000 or more,White,Male,Junior college,56,Divorced,Retired,1102
2010,Fair,10,E. nor. central,$25000 or more,White,Male,High school,41,Divorced,Working fulltime,1110
2010,Fair,10,E. nor. central,$10000 - 14999,Other,Female,Lt high school,31,Never married,Working parttime,1112
2010,Excellent,10,E. sou. central,$15000 - 19999,White,Female,High school,48,Married,Working fulltime,1114
2010,Good,10,E. sou. central,$10000 - 14999,White,Male,High school,23,Never married,Working parttime,1116
2010,Good,0,E. sou. central,$25000 or more,White,Female,Graduate,46,Divorced,Working fulltime,1118
2010,Excellent,10,E. sou. central,$20000 - 24999,White,Male,Bachelor,26,Never married,Working fulltime,1119
2010,Excellent,10,E. sou. central,$20000 - 24999,White,Female,Bachelor,62,Divorced,Working parttime,1122
2010,Excellent,10,E. sou. central,$20000 - 24999,White,Female,Graduate,29,Married,Working fulltime,1124
2010,Good,10,E. sou. central,$10000 - 14999,Other,Female,Lt high school,62,Widowed,Working fulltime,1125
2010,Fair,0,E. sou. central,$25000 or more,White,Male,Bachelor,35,Never married,Working fulltime,1127
2010,Excellent,10,E. sou. central,$15000 - 19999,White,Female,High school,50,Divorced,Working fulltime,1132
2010,Good,10,E. sou. central,$15000 - 19999,White,Male,High school,23,Never married,School,1133
2010,Good,10,E. sou. central,$25000 or more,White,Female,High school,36,Divorced,Working fulltime,1135
2010,Good,10,E. sou. central,$10000 - 14999,Black,Female,High school,39,Never married,Keeping house,1138
2010,Good,10,South atlantic,$25000 or more,White,Female,High school,59,Married,Working fulltime,1146
2010,Good,0,South atlantic,$25000 or more,White,Male,High school,46,Divorced,"Unempl, laid off",1147
2010,Fair,10,South atlantic,$25000 or more,White,Male,Junior college,24,Never married,Working fulltime,1151
2010,Good,5,South atlantic,$10000 - 14999,White,Female,Lt high school,68,Married,Working parttime,1153
2010,Good,0,South atlantic,$25000 or more,White,Male,High school,42,Divorced,Working fulltime,1155
2010,Good,0,South atlantic,$25000 or more,Black,Female,Graduate,41,Married,Working fulltime,1156
2010,Good,10,South atlantic,$25000 or more,White,Male,Graduate,36,Divorced,Working fulltime,1164
2010,Good,0,South atlantic,$25000 or more,White,Male,Bachelor,50,Married,Working fulltime,1165
2010,Excellent,5,South atlantic,$25000 or more,White,Female,Bachelor,45,Married,Working fulltime,1168
2010,Good,5,South atlantic,$25000 or more,White,Male,Bachelor,40,Never married,Working fulltime,1169
2010,Excellent,10,South atlantic,$25000 or more,White,Female,Graduate,58,Married,Working fulltime,1171
2010,Good,10,South atlantic,$10000 - 14999,White,Male,High school,51,Married,Working parttime,1172
2010,Excellent,5,South atlantic,$25000 or more,White,Male,High school,57,Married,Working fulltime,1173
2010,Fair,0,South atlantic,$6000 to 6999,White,Female,Bachelor,53,Divorced,Working fulltime,1174
2010,Good,0,South atlantic,$25000 or more,White,Male,Bachelor,57,Married,Working fulltime,1175
2010,Poor,10,South atlantic,$25000 or more,White,Male,High school,61,Married,"Unempl, laid off",1177
2010,Excellent,10,South atlantic,$25000 or more,White,Female,Bachelor,49,Married,Working fulltime,1178
2010,Fair,10,South atlantic,$25000 or more,White,Female,High school,58,Divorced,Working fulltime,1180
2010,Good,10,South atlantic,$10000 - 14999,White,Female,High school,28,Married,Working parttime,1188
2010,Good,10,South atlantic,$20000 - 24999,White,Female,High school,66,Married,Working fulltime,1191
2010,Excellent,10,South atlantic,Lt $1000,Black,Female,Lt high school,27,Never married,"Unempl, laid off",1194
2010,Poor,0,South atlantic,$8000 to 9999,Black,Female,High school,25,Never married,Working fulltime,1197
2010,Excellent,5,South atlantic,$10000 - 14999,Black,Female,Junior college,29,Never married,Working parttime,1199
2010,Good,10,South atlantic,$7000 to 7999,Black,Female,Lt high school,47,Never married,"Unempl, laid off",1206
2010,Excellent,10,South atlantic,$25000 or more,White,Female,High school,32,Married,Keeping house,1208
2010,Good,10,South atlantic,$25000 or more,White,Female,Bachelor,44,Married,Working fulltime,1209
2010,Good,10,W. sou. central,$15000 - 19999,Black,Male,High school,42,Never married,"Unempl, laid off",1219
2010,Excellent,5,W. sou. central,$25000 or more,Black,Female,Graduate,34,Married,Working fulltime,1220
2010,Fair,10,W. sou. central,$6000 to 6999,White,Male,High school,58,Divorced,Retired,1222
2010,Excellent,10,W. sou. central,$25000 or more,Black,Male,High school,46,Divorced,Working fulltime,1223
2010,Good,10,South atlantic,$25000 or more,White,Male,Bachelor,48,Married,Working fulltime,1232
2010,Good,5,South atlantic,$25000 or more,White,Male,Bachelor,36,Married,Working fulltime,1235
2010,Excellent,5,South atlantic,$25000 or more,White,Male,Bachelor,26,Married,Working fulltime,1238
2010,Excellent,5,South atlantic,$25000 or more,White,Male,Graduate,42,Married,Working fulltime,1239
2010,Fair,5,South atlantic,$8000 to 9999,White,Female,Graduate,79,Married,Retired,1241
2010,Good,10,South atlantic,$25000 or more,Black,Female,Junior college,38,Divorced,Working fulltime,1244
2010,Good,10,South atlantic,$25000 or more,Black,Female,Junior college,32,Never married,Working fulltime,1245
2010,Good,5,South atlantic,$25000 or more,White,Male,Bachelor,35,Married,Working fulltime,1250
2010,Fair,10,South atlantic,$15000 - 19999,Black,Female,High school,48,Divorced,Working fulltime,1251
2010,Good,10,South atlantic,$25000 or more,White,Female,Bachelor,44,Married,Working fulltime,1254
2010,Fair,10,South atlantic,$25000 or more,Black,Female,Bachelor,44,Never married,Working fulltime,1255
2010,Good,5,South atlantic,$25000 or more,White,Male,Bachelor,30,Married,Working fulltime,1257
2010,Excellent,10,South atlantic,$3000 to 3999,White,Female,Bachelor,58,Married,Working fulltime,1259
2010,Good,10,South atlantic,$20000 - 24999,White,Female,High school,32,Never married,Working fulltime,1261
2010,Excellent,0,South atlantic,$25000 or more,White,Male,High school,42,Married,Working fulltime,1263
2010,Good,10,South atlantic,$25000 or more,Black,Male,Graduate,39,Never married,Working fulltime,1265
2010,Good,10,South atlantic,$25000 or more,White,Male,High school,43,Married,Working fulltime,1266
2010,Fair,10,South atlantic,$25000 or more,White,Male,High school,22,Never married,School,1271
2010,Excellent,5,South atlantic,$15000 - 19999,White,Male,Bachelor,25,Never married,Working parttime,1272
2010,Excellent,10,South atlantic,$1000 to 2999,White,Male,High school,19,Never married,School,1273
2010,Good,0,South atlantic,$25000 or more,White,Male,Bachelor,50,Divorced,Working fulltime,1277
2010,Good,10,South atlantic,$25000 or more,White,Male,High school,54,Divorced,Working fulltime,1278
2010,Good,10,South atlantic,$25000 or more,White,Female,Bachelor,40,Married,Working fulltime,1279
2010,Good,10,South atlantic,$25000 or more,White,Male,High school,44,Married,Working fulltime,1280
2010,Good,0,South atlantic,$25000 or more,Other,Male,Bachelor,40,Never married,Working fulltime,1281
2010,Good,10,South atlantic,$1000 to 2999,White,Male,Graduate,72,Married,Working parttime,1283
2010,Good,10,South atlantic,$25000 or more,White,Male,Bachelor,58,Divorced,Working fulltime,1288
2010,Excellent,10,E. sou. central,$20000 - 24999,Black,Male,High school,24,Never married,Working fulltime,1292
2010,Good,10,E. sou. central,$20000 - 24999,Black,Female,High school,33,Never married,"Unempl, laid off",1293
2010,Excellent,5,E. sou. central,$25000 or more,White,Female,Graduate,37,Married,Working fulltime,1295
2010,Excellent,5,E. sou. central,$25000 or more,Black,Female,Junior college,27,Married,Working fulltime,1298
2010,Excellent,5,E. sou. central,$25000 or more,Black,Female,Junior college,38,Married,Working parttime,1302
2010,Excellent,5,E. sou. central,$25000 or more,White,Male,Bachelor,53,Married,Working fulltime,1305
2010,Excellent,10,E. sou. central,$25000 or more,White,Male,Graduate,51,Married,Working fulltime,1306
2010,Good,10,E. sou. central,$25000 or more,Other,Male,Junior college,31,Never married,Working fulltime,1307
2010,Excellent,5,E. sou. central,$15000 - 19999,Black,Female,High school,29,Never married,School,1309
2010,Good,5,E. sou. central,$25000 or more,White,Female,High school,56,Married,Working fulltime,1318
2010,Excellent,5,E. sou. central,$25000 or more,White,Male,Graduate,64,Divorced,Working fulltime,1319
2010,Excellent,5,E. sou. central,$25000 or more,White,Female,Graduate,34,Married,Working fulltime,1322
2010,Fair,10,E. sou. central,$25000 or more,White,Female,Bachelor,45,Married,"Unempl, laid off",1325
2010,Good,10,E. sou. central,$25000 or more,White,Female,Graduate,33,Married,Working fulltime,1327
2010,Fair,0,W. sou. central,Lt $1000,White,Female,Lt high school,46,Never married,Working parttime,1329
2010,Good,5,W. sou. central,$15000 - 19999,White,Female,Lt high school,36,Widowed,Working fulltime,1334
2010,Good,10,W. sou. central,$25000 or more,White,Female,Junior college,28,Separated,Working parttime,1335
2010,Good,10,W. sou. central,$25000 or more,White,Female,Junior college,29,Divorced,Working fulltime,1338
2010,Fair,5,W. sou. central,$8000 to 9999,White,Male,Lt high school,73,Married,Working parttime,1340
2010,Good,5,W. sou. central,$25000 or more,White,Male,Lt high school,26,Married,Working fulltime,1341
2010,Good,0,W. sou. central,$15000 - 19999,Other,Male,High school,49,Married,Working fulltime,1342
2010,Good,10,W. sou. central,$3000 to 3999,White,Female,High school,43,Married,Keeping house,1344
2010,Fair,10,W. sou. central,$25000 or more,Other,Male,High school,59,Married,Working fulltime,1345
2010,Fair,0,W. sou. central,$1000 to 2999,Other,Female,Lt high school,42,Separated,Working fulltime,1347
2010,Fair,10,W. sou. central,$25000 or more,White,Female,High school,43,Never married,Working fulltime,1348
2010,Good,5,W. sou. central,$25000 or more,White,Female,Bachelor,38,Divorced,Working fulltime,1350
2010,Fair,10,W. sou. central,$6000 to 6999,Other,Male,High school,57,Separated,Working fulltime,1352
2010,Good,10,W. sou. central,$4000 to 4999,Other,Male,Lt high school,53,Separated,"Unempl, laid off",1355
2010,Good,0,W. sou. central,$5000 to 5999,White,Female,High school,41,Married,Working parttime,1357
2010,Fair,5,W. sou. central,$15000 - 19999,White,Female,High school,35,Never married,Working fulltime,1360
2010,Fair,5,W. sou. central,$25000 or more,White,Male,Bachelor,38,Married,Working fulltime,1361
2010,Poor,0,W. sou. central,$10000 - 14999,White,Male,Lt high school,57,Married,"Unempl, laid off",1366
2010,Excellent,10,South atlantic,$4000 to 4999,White,Male,High school,21,Never married,"Unempl, laid off",1368
2010,Good,10,South atlantic,$25000 or more,Black,Male,Bachelor,44,Married,"Unempl, laid off",1370
2010,Fair,0,South atlantic,$25000 or more,White,Male,High school,50,Separated,Working fulltime,1371
