Year,Health Condition,General happiness,U.S. Region,Income,Race,Sex,Highest Degree,Age,Marital status,Work Status,ID
2010,Not applicable,Pretty happy,E. nor. central,$1000 to 2999,White,Female,High school,25,Never married,Working fulltime,880
2010,Good,Very happy,E. nor. central,Not applicable,White,Female,High school,70,Married,Keeping house,881
2010,Not applicable,Not too happy,E. nor. central,Not applicable,White,Female,Junior college,74,Widowed,Retired,882
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,High school,36,Divorced,Keeping house,883
2010,Poor,Not too happy,E. nor. central,Not applicable,White,Male,High school,61,Never married,Retired,884
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,52,Never married,"Unempl, laid off",885
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,Lt high school,82,Widowed,Retired,886
2010,Fair,Not too happy,E. nor. central,$10000 - 14999,White,Male,High school,61,Married,Working fulltime,887
2010,Not applicable,Not too happy,E. nor. central,Not applicable,White,Male,High school,88,Widowed,Retired,888
2010,Good,Very happy,E. nor. central,$6000 to 6999,White,Male,Lt high school,38,Married,Working fulltime,889
2010,Not applicable,Pretty happy,E. nor. central,$8000 to 9999,White,Female,High school,23,Never married,Working fulltime,890
2010,Fair,Pretty happy,E. nor. central,Not applicable,White,Male,Lt high school,40,Married,Working fulltime,891
2010,Good,Very happy,E. nor. central,$3000 to 3999,White,Male,High school,21,Never married,Working fulltime,892
2010,Not applicable,Not too happy,E. nor. central,$1000 to 2999,White,Female,Lt high school,26,Separated,Keeping house,893
2010,Not applicable,Not too happy,E. nor. central,Not applicable,White,Male,Lt high school,75,Divorced,Retired,894
2010,Fair,Pretty happy,E. nor. central,$20000 - 24999,White,Male,High school,46,Married,Working fulltime,895
2010,Excellent,Pretty happy,E. nor. central,$15000 - 19999,White,Female,High school,22,Never married,Working parttime,896
2010,Excellent,Very happy,E. nor. central,$10000 - 14999,White,Female,High school,49,Divorced,"Unempl, laid off",897
2010,Fair,Pretty happy,E. nor. central,Not applicable,White,Female,High school,70,Divorced,Retired,898
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Female,Bachelor,60,Divorced,Working fulltime,899
2010,Good,Very happy,E. nor. central,$25000 or more,White,Female,Bachelor,59,Never married,Working fulltime,900
2010,Not applicable,Pretty happy,E. nor. central,$20000 - 24999,Other,Female,High school,42,Divorced,Working fulltime,901
2010,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Female,High school,37,Never married,"Unempl, laid off",902
2010,Good,Pretty happy,E. nor. central,$4000 to 4999,Black,Female,Lt high school,29,Never married,"Unempl, laid off",903
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,Graduate,64,Married,Working fulltime,904
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,Lt high school,83,Widowed,Keeping house,905
2010,Good,Very happy,E. nor. central,$25000 or more,White,Male,Graduate,72,Married,Retired,906
2010,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Male,Graduate,33,Never married,Working fulltime,907
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Female,Graduate,52,Married,Working fulltime,908
2010,Good,Not too happy,E. nor. central,Not applicable,White,Male,High school,56,Divorced,School,909
2010,Good,Not too happy,E. nor. central,$10000 - 14999,White,Female,High school,28,Separated,Working fulltime,910
2010,Poor,Not too happy,E. nor. central,Not applicable,White,Female,High school,48,Widowed,Other,911
2010,Not applicable,Pretty happy,E. nor. central,$5000 to 5999,White,Female,High school,20,Never married,School,912
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,43,Married,Working fulltime,913
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,52,Divorced,Working fulltime,914
2010,Excellent,Not too happy,E. nor. central,$20000 - 24999,White,Female,High school,30,Never married,Working fulltime,915
2010,Not applicable,Very happy,E. nor. central,$25000 or more,White,Male,High school,49,Married,Working fulltime,916
2010,Excellent,Not too happy,E. nor. central,$25000 or more,White,Male,Lt high school,60,Divorced,Working fulltime,917
2010,Good,Very happy,E. nor. central,$8000 to 9999,White,Female,High school,32,Never married,Keeping house,918
2010,Not applicable,Not too happy,E. nor. central,$10000 - 14999,White,Male,High school,31,Never married,Working fulltime,919
2010,Fair,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,33,Married,Working fulltime,920
2010,Excellent,Pretty happy,E. nor. central,Not applicable,White,Female,Bachelor,32,Married,Working fulltime,921
2010,Poor,Not too happy,E. nor. central,Not applicable,White,Female,High school,46,Married,Keeping house,922
2010,Good,Pretty happy,E. nor. central,$20000 - 24999,White,Female,High school,62,Divorced,Working fulltime,923
2010,Good,Very happy,E. nor. central,$3000 to 3999,White,Male,Bachelor,69,Married,Retired,924
2010,Not applicable,Very happy,E. nor. central,Don't know,White,Female,High school,69,Married,Working parttime,925
2010,Excellent,Not too happy,E. nor. central,$1000 to 2999,White,Male,High school,27,Married,"Unempl, laid off",926
2010,Good,Pretty happy,E. nor. central,$3000 to 3999,White,Female,High school,62,Married,"Unempl, laid off",927
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Male,Bachelor,62,Married,Working fulltime,928
2010,Excellent,Very happy,E. nor. central,$6000 to 6999,White,Female,High school,32,Married,Other,929
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Female,Bachelor,28,Never married,Working fulltime,930
2010,Good,Very happy,E. nor. central,$25000 or more,White,Female,Graduate,29,Married,Temp not working,931
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,Graduate,61,Married,Working parttime,932
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,44,Divorced,Working fulltime,933
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Male,High school,33,Married,Keeping house,934
2010,Not applicable,Very happy,E. nor. central,Not applicable,White,Female,High school,19,Never married,Working parttime,935
2010,Excellent,Very happy,E. nor. central,$1000 to 2999,White,Male,High school,20,Never married,Working parttime,936
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Male,Lt high school,37,Divorced,"Unempl, laid off",937
2010,Good,Pretty happy,E. nor. central,$1000 to 2999,White,Male,High school,50,Divorced,"Unempl, laid off",938
2010,Good,Pretty happy,E. nor. central,Not applicable,White,Male,High school,80,Married,Retired,939
2010,Good,Not too happy,E. nor. central,$25000 or more,White,Female,Graduate,57,Divorced,Working fulltime,940
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,27,Married,Working fulltime,941
2010,Not applicable,Pretty happy,E. nor. central,$7000 to 7999,White,Male,High school,19,Never married,Working parttime,942
2010,Fair,Pretty happy,E. nor. central,$25000 or more,White,Female,High school,33,Never married,Working fulltime,943
2010,Fair,Not too happy,E. nor. central,Not applicable,White,Female,High school,59,Married,Keeping house,944
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,31,Married,Working fulltime,945
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Female,High school,68,Widowed,Working parttime,946
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Female,High school,53,Married,Working fulltime,947
2010,Not applicable,Not too happy,E. nor. central,Not applicable,Black,Female,Lt high school,28,Never married,School,948
2010,Good,Pretty happy,E. nor. central,$15000 - 19999,White,Female,High school,33,Never married,Working parttime,949
2010,Not applicable,Very happy,E. nor. central,Not applicable,White,Female,Lt high school,40,Never married,Keeping house,950
2010,Fair,Not too happy,E. nor. central,Not applicable,White,Female,High school,60,Divorced,Retired,951
2010,Not applicable,Very happy,E. nor. central,$25000 or more,White,Female,Bachelor,59,Divorced,Working parttime,952
2010,Fair,Pretty happy,E. nor. central,$15000 - 19999,White,Male,Lt high school,25,Never married,Working fulltime,953
2010,Fair,Pretty happy,E. nor. central,Refused,White,Female,Bachelor,44,Divorced,Other,954
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Female,High school,54,Divorced,Working fulltime,955
2010,Excellent,Not too happy,E. nor. central,$15000 - 19999,Other,Male,Bachelor,26,Never married,School,956
2010,Not applicable,Very happy,E. nor. central,Not applicable,White,Male,High school,22,Never married,Working parttime,957
2010,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,36,Married,Working fulltime,958
2010,Not applicable,Pretty happy,E. nor. central,$4000 to 4999,White,Male,High school,22,Never married,School,959
2010,Good,Pretty happy,E. nor. central,Not applicable,White,Female,Graduate,63,Married,Working fulltime,960
2010,Not applicable,Very happy,E. nor. central,Not applicable,White,Female,Graduate,40,Married,Keeping house,961
2010,Not applicable,Pretty happy,E. nor. central,Refused,White,Male,Bachelor,35,Married,Working fulltime,962
2010,Good,No answer,E. nor. central,Not applicable,White,Female,High school,67,Married,Keeping house,963
2010,Not applicable,Very happy,E. nor. central,$25000 or more,White,Female,Bachelor,56,Married,Working fulltime,964
2010,Excellent,Very happy,E. nor. central,$1000 to 2999,White,Male,High school,25,Married,"Unempl, laid off",965
2010,Not applicable,Pretty happy,E. nor. central,$5000 to 5999,Black,Female,Junior college,32,Never married,"Unempl, laid off",966
2010,Good,Very happy,E. nor. central,$25000 or more,White,Male,High school,25,Never married,Working fulltime,967
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,High school,80,Widowed,Retired,968
2010,Poor,Pretty happy,E. nor. central,Not applicable,White,Female,Junior college,47,Widowed,Other,969
2010,Fair,Pretty happy,E. nor. central,Lt $1000,White,Female,High school,37,Married,Working fulltime,970
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,High school,28,Married,Other,971
2010,No answer,Very happy,E. nor. central,Refused,White,Female,High school,33,Married,No answer,972
2010,Good,Pretty happy,E. nor. central,$25000 or more,Other,Female,Graduate,61,Divorced,Working fulltime,973
2010,Fair,Pretty happy,E. nor. central,Not applicable,White,Female,High school,85,Widowed,Retired,974
2010,Not applicable,Very happy,E. nor. central,$25000 or more,White,Female,High school,53,Divorced,Working fulltime,975
2010,Excellent,Pretty happy,E. nor. central,$7000 to 7999,White,Female,High school,36,Married,Working fulltime,976
2010,Not applicable,Not too happy,E. nor. central,$25000 or more,White,Male,Graduate,65,Married,Working parttime,977
2010,Good,Pretty happy,E. nor. central,Refused,White,Male,High school,23,Never married,Working fulltime,978
2010,Not applicable,Very happy,E. nor. central,Not applicable,Black,Male,High school,19,Never married,School,979
2010,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Female,Graduate,32,Married,Working fulltime,980
2010,Fair,Pretty happy,E. nor. central,Not applicable,White,Male,High school,81,Widowed,Retired,981
2010,Good,Very happy,E. nor. central,$20000 - 24999,White,Male,Lt high school,26,Married,Working fulltime,982
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Female,Graduate,30,Married,Working fulltime,983
2010,Excellent,Pretty happy,E. nor. central,Not applicable,White,Female,High school,74,Married,Retired,984
2010,Good,Pretty happy,E. nor. central,Not applicable,White,Female,High school,58,Married,Retired,985
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Female,Graduate,63,Never married,Working fulltime,986
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Female,Bachelor,53,Divorced,Working fulltime,987
2010,Not applicable,Pretty happy,E. nor. central,$20000 - 24999,White,Male,Graduate,63,Married,Retired,988
2010,Excellent,Very happy,E. nor. central,$25000 or more,White,Female,Graduate,34,Never married,Working fulltime,989
2010,Good,Pretty happy,E. nor. central,$25000 or more,Black,Male,Graduate,59,Married,"Unempl, laid off",990
2010,Good,Very happy,E. nor. central,Not applicable,White,Female,Graduate,64,Married,Retired,991
2010,Not applicable,Not too happy,E. nor. central,$10000 - 14999,White,Female,High school,58,Never married,Working parttime,992
2010,Good,Pretty happy,E. nor. central,Not applicable,White,Female,Graduate,75,Never married,Retired,993
2010,Not applicable,Not too happy,E. nor. central,Not applicable,White,Female,Junior college,84,Widowed,Retired,994
2010,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Female,Junior college,56,Married,Working parttime,995
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,Lt high school,56,Divorced,Other,996
2010,Excellent,Pretty happy,E. nor. central,$10000 - 14999,White,Female,Graduate,30,Never married,Working fulltime,997
2010,Excellent,Very happy,E. nor. central,$1000 to 2999,White,Female,High school,21,Never married,Working parttime,998
2010,Good,Very happy,E. nor. central,Refused,Black,Male,Lt high school,39,Married,Working fulltime,999
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Female,High school,43,Married,Working fulltime,1000
2010,Not applicable,Very happy,E. nor. central,$25000 or more,Black,Female,Junior college,62,Married,Working fulltime,1001
2010,Good,Not too happy,E. nor. central,$6000 to 6999,White,Male,High school,24,Married,Working parttime,1002
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,High school,61,Divorced,Retired,1003
2010,Fair,Not too happy,E. nor. central,$10000 - 14999,White,Female,High school,45,Never married,Working parttime,1004
2010,Fair,Pretty happy,E. nor. central,Not applicable,White,Male,High school,74,Divorced,Retired,1005
2010,Excellent,Pretty happy,E. nor. central,$20000 - 24999,White,Female,Junior college,27,Married,Working fulltime,1006
2010,Not applicable,Very happy,E. nor. central,Not applicable,White,Male,Bachelor,72,Married,Retired,1007
2010,Excellent,Very happy,E. nor. central,$25000 or more,White,Female,Bachelor,58,Never married,Working fulltime,1008
2010,Fair,Pretty happy,E. nor. central,$25000 or more,White,Male,Graduate,45,Married,Working fulltime,1009
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,Graduate,49,Married,Working fulltime,1010
2010,Excellent,Pretty happy,E. nor. central,Refused,White,Male,High school,51,Married,Working fulltime,1011
2010,Not applicable,Very happy,E. nor. central,$25000 or more,White,Male,Graduate,57,Married,Working fulltime,1012
2010,Excellent,Very happy,E. nor. central,$25000 or more,White,Male,High school,44,Married,Working fulltime,1013
2010,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,31,Married,Working fulltime,1014
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,High school,39,Married,Keeping house,1015
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Male,Bachelor,39,Married,Working fulltime,1016
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,59,Married,Retired,1017
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,33,Married,"Unempl, laid off",1018
2010,Good,Not too happy,E. nor. central,$8000 to 9999,White,Female,Junior college,36,Never married,Keeping house,1019
2010,Not applicable,Very happy,E. nor. central,$20000 - 24999,Black,Female,High school,59,Married,Working fulltime,1020
2010,Good,Pretty happy,E. nor. central,Not applicable,White,Female,Bachelor,77,Married,Keeping house,1021
2010,Not applicable,Not too happy,E. nor. central,$20000 - 24999,White,Male,High school,44,Never married,Working fulltime,1022
2010,Fair,Pretty happy,E. nor. central,$20000 - 24999,White,Female,High school,62,Married,Keeping house,1023
2010,Fair,Not too happy,E. nor. central,Not applicable,White,Female,High school,27,Divorced,Retired,1024
2010,Excellent,Pretty happy,E. nor. central,$25000 or more,White,Male,Graduate,38,Married,Working fulltime,1025
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Female,Graduate,31,Never married,Working fulltime,1026
2010,Not applicable,Very happy,E. nor. central,$1000 to 2999,White,Female,High school,19,Never married,"Unempl, laid off",1027
2010,Good,Not too happy,E. nor. central,$10000 - 14999,White,Female,High school,25,Never married,Working parttime,1028
2010,Not applicable,Not too happy,E. nor. central,$10000 - 14999,White,Female,Lt high school,27,Never married,Working fulltime,1029
2010,Good,Pretty happy,E. nor. central,$1000 to 2999,White,Female,High school,26,Never married,Working parttime,1030
2010,Good,Pretty happy,E. nor. central,$20000 - 24999,White,Male,High school,46,Divorced,Working fulltime,1031
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,Graduate,63,Never married,Temp not working,1032
2010,Good,Pretty happy,E. nor. central,Not applicable,Black,Male,High school,63,Married,Retired,1033
2010,Not applicable,Very happy,E. nor. central,Refused,Black,Female,Junior college,49,Married,School,1034
2010,Poor,Pretty happy,E. nor. central,$6000 to 6999,Black,Female,High school,51,Married,Temp not working,1035
2010,Fair,Not too happy,E. nor. central,Not applicable,White,Male,High school,89 or older,Widowed,Retired,1036
2010,Excellent,Pretty happy,E. nor. central,$20000 - 24999,White,Female,High school,28,Married,Keeping house,1037
2010,Good,Very happy,E. nor. central,Not applicable,Black,Female,Lt high school,69,Widowed,Retired,1038
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,Bachelor,83,Widowed,Keeping house,1039
2010,Excellent,Pretty happy,E. nor. central,$25000 or more,Black,Female,Graduate,41,Never married,Working fulltime,1040
2010,Excellent,Very happy,E. nor. central,$25000 or more,White,Female,Graduate,69,Divorced,Working fulltime,1041
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Female,High school,22,Never married,Working fulltime,1042
2010,Good,Pretty happy,E. nor. central,$8000 to 9999,White,Male,Graduate,58,Married,Working parttime,1043
2010,Good,Very happy,E. nor. central,Not applicable,White,Female,Bachelor,74,Widowed,Retired,1044
2010,Good,Pretty happy,E. nor. central,$15000 - 19999,White,Female,High school,57,Widowed,Working fulltime,1045
2010,Excellent,Very happy,E. nor. central,$10000 - 14999,White,Female,High school,24,Never married,School,1046
2010,Good,Very happy,E. nor. central,Not applicable,White,Female,Graduate,70,Married,Retired,1047
2010,Good,Very happy,E. nor. central,$25000 or more,White,Male,Bachelor,52,Married,Working fulltime,1048
2010,Not applicable,Very happy,E. nor. central,Refused,White,Female,High school,60,Married,Working fulltime,1049
2010,Not applicable,Very happy,E. nor. central,$25000 or more,White,Female,Junior college,40,Married,Working fulltime,1050
2010,Good,Very happy,E. sou. central,$25000 or more,Black,Female,Graduate,64,Divorced,Working fulltime,1051
2010,Good,Not too happy,E. sou. central,$25000 or more,White,Male,High school,49,Divorced,Working fulltime,1052
2010,Fair,Pretty happy,E. sou. central,Not applicable,White,Female,High school,66,Divorced,Keeping house,1053
2010,Not applicable,Pretty happy,E. sou. central,Lt $1000,White,Female,Bachelor,23,Never married,Working parttime,1054
2010,Good,Pretty happy,E. sou. central,Not applicable,White,Female,High school,65,Married,Retired,1055
2010,Not applicable,Pretty happy,E. sou. central,$25000 or more,Black,Female,High school,52,Divorced,Working fulltime,1056
2010,Fair,Pretty happy,E. sou. central,$25000 or more,White,Female,High school,25,Never married,Working fulltime,1057
2010,Fair,Pretty happy,E. sou. central,$25000 or more,White,Male,Bachelor,43,Married,Working fulltime,1058
2010,Not applicable,Pretty happy,E. sou. central,$25000 or more,White,Female,Graduate,34,Never married,Working parttime,1059
2010,Excellent,Very happy,E. nor. central,Not applicable,White,Female,Bachelor,30,Married,Working parttime,1060
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Male,High school,67,Married,Retired,1061
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,Bachelor,50,Married,Working fulltime,1062
2010,Excellent,Very happy,E. nor. central,$25000 or more,White,Male,Bachelor,41,Married,Working fulltime,1063
2010,Excellent,Pretty happy,E. nor. central,Not applicable,White,Female,High school,46,Married,Keeping house,1064
2010,Excellent,Not too happy,E. nor. central,$25000 or more,White,Female,Bachelor,46,Divorced,Working fulltime,1065
2010,Not applicable,Very happy,E. nor. central,Not applicable,White,Male,High school,66,Married,Retired,1066
2010,Good,Pretty happy,W. nor. central,$25000 or more,White,Female,High school,23,Never married,Working fulltime,1067
2010,Good,Pretty happy,W. nor. central,$25000 or more,White,Male,High school,25,Married,Working fulltime,1068
2010,Not applicable,Pretty happy,W. nor. central,Not applicable,White,Female,Bachelor,74,Married,Retired,1069
2010,Excellent,Not too happy,W. nor. central,$25000 or more,White,Male,Graduate,53,Never married,Working fulltime,1070
2010,Fair,Pretty happy,W. nor. central,Not applicable,White,Male,Graduate,63,Never married,Other,1071
2010,Not applicable,Pretty happy,W. nor. central,$25000 or more,White,Female,Graduate,44,Divorced,Working fulltime,1072
2010,Good,Pretty happy,W. nor. central,$20000 - 24999,White,Female,Bachelor,29,Never married,Working fulltime,1073
2010,Good,Pretty happy,W. nor. central,$10000 - 14999,White,Male,Bachelor,62,Widowed,Working parttime,1074
2010,Not applicable,Very happy,W. nor. central,$5000 to 5999,White,Female,High school,39,Married,Working parttime,1075
2010,Good,Pretty happy,W. nor. central,$25000 or more,White,Male,Bachelor,31,Married,Working fulltime,1076
2010,Excellent,Very happy,W. nor. central,Not applicable,Black,Female,Bachelor,25,Married,School,1077
2010,Not applicable,Very happy,W. nor. central,Not applicable,White,Male,Graduate,59,Married,Retired,1078
2010,Good,Pretty happy,W. nor. central,Not applicable,White,Female,High school,87,Widowed,Retired,1079
2010,Good,Very happy,W. nor. central,$25000 or more,White,Female,Bachelor,26,Married,Working fulltime,1080
2010,Excellent,Very happy,W. nor. central,$10000 - 14999,White,Female,High school,46,Married,Working parttime,1081
2010,Not applicable,Pretty happy,W. nor. central,$25000 or more,White,Female,Bachelor,35,Separated,Working fulltime,1082
2010,Good,Very happy,W. nor. central,$25000 or more,White,Male,Bachelor,53,Married,Working fulltime,1083
2010,Good,Pretty happy,W. nor. central,$25000 or more,White,Female,High school,34,Married,Working fulltime,1084
2010,Not applicable,Very happy,W. nor. central,$15000 - 19999,White,Female,Lt high school,55,Divorced,Working fulltime,1085
2010,Not applicable,Pretty happy,W. nor. central,$25000 or more,White,Male,High school,52,Never married,Working fulltime,1086
2010,Not applicable,Very happy,W. nor. central,Not applicable,White,Female,High school,74,Widowed,Retired,1087
2010,Good,Pretty happy,E. nor. central,$20000 - 24999,White,Female,Bachelor,27,Married,Working fulltime,1088
2010,Excellent,Not too happy,E. nor. central,Not applicable,White,Female,High school,89 or older,Widowed,Keeping house,1089
2010,Good,Pretty happy,E. nor. central,$25000 or more,White,Male,Junior college,43,Married,Working fulltime,1090
2010,Not applicable,Not too happy,E. nor. central,Not applicable,White,Male,Bachelor,74,Divorced,Retired,1091
2010,Good,Pretty happy,E. nor. central,$25000 or more,Other,Male,Bachelor,31,Married,Working fulltime,1092
2010,Not applicable,Not too happy,E. nor. central,Not applicable,White,Male,Lt high school,46,Divorced,Other,1093
2010,Good,Very happy,E. nor. central,$4000 to 4999,White,Male,Lt high school,21,Never married,Working parttime,1094
2010,Not applicable,Pretty happy,E. nor. central,Refused,White,Male,Lt high school,84,Widowed,Retired,1095
2010,Excellent,Pretty happy,E. nor. central,$5000 to 5999,White,Male,High school,24,Never married,School,1096
2010,Good,Pretty happy,E. nor. central,$20000 - 24999,White,Male,High school,47,Married,Temp not working,1097
2010,Good,Pretty happy,E. nor. central,Refused,White,Female,High school,21,Never married,"Unempl, laid off",1098
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,Black,Male,High school,60,Divorced,Working fulltime,1099
2010,Good,Not too happy,E. nor. central,$3000 to 3999,White,Female,High school,26,Never married,Working fulltime,1100
2010,Not applicable,Very happy,E. nor. central,Not applicable,White,Female,High school,54,Married,Keeping house,1101
2010,Excellent,Not too happy,E. nor. central,$25000 or more,White,Male,Junior college,56,Divorced,Retired,1102
2010,Fair,Pretty happy,E. nor. central,Not applicable,White,Female,Lt high school,67,Widowed,Keeping house,1103
2010,Excellent,Pretty happy,E. nor. central,Not applicable,White,Male,High school,43,Divorced,Working fulltime,1104
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Male,High school,37,Never married,Other,1105
2010,Fair,Pretty happy,E. nor. central,Not applicable,White,Male,High school,49,Married,Working fulltime,1106
2010,Not applicable,Pretty happy,E. nor. central,$25000 or more,White,Female,High school,51,Widowed,Working fulltime,1107
2010,Not applicable,Pretty happy,E. nor. central,$10000 - 14999,White,Male,High school,67,Married,Retired,1108
2010,Good,Pretty happy,E. nor. central,Not applicable,White,Female,High school,58,Married,Retired,1109
2010,Fair,Pretty happy,E. nor. central,$25000 or more,White,Male,High school,41,Divorced,Working fulltime,1110
2010,Not applicable,Pretty happy,E. nor. central,Not applicable,White,Male,High school,19,Never married,School,1111
2010,Fair,Pretty happy,E. nor. central,$10000 - 14999,Other,Female,Lt high school,31,Never married,Working parttime,1112
2010,Not applicable,Very happy,E. sou. central,$25000 or more,White,Female,High school,45,Married,Working fulltime,1113
2010,Excellent,Pretty happy,E. sou. central,$15000 - 19999,White,Female,High school,48,Married,Working fulltime,1114
2010,Not applicable,Pretty happy,E. sou. central,$25000 or more,White,Female,High school,38,Divorced,Working fulltime,1115
2010,Good,Pretty happy,E. sou. central,$10000 - 14999,White,Male,High school,23,Never married,Working parttime,1116
2010,Not applicable,Not too happy,E. sou. central,$25000 or more,White,Male,High school,27,Never married,Working fulltime,1117
2010,Good,Not too happy,E. sou. central,$25000 or more,White,Female,Graduate,46,Divorced,Working fulltime,1118
2010,Excellent,Pretty happy,E. sou. central,$20000 - 24999,White,Male,Bachelor,26,Never married,Working fulltime,1119
2010,Not applicable,Pretty happy,E. sou. central,Not applicable,White,Female,High school,67,Married,Keeping house,1120
2010,Good,Very happy,E. sou. central,Not applicable,White,Male,High school,50,Married,Retired,1121
2010,Excellent,Pretty happy,E. sou. central,$20000 - 24999,White,Female,Bachelor,62,Divorced,Working parttime,1122
2010,Not applicable,Very happy,E. sou. central,$25000 or more,Black,Male,High school,41,Married,Working fulltime,1123
2010,Excellent,Pretty happy,E. sou. central,$20000 - 24999,White,Female,Graduate,29,Married,Working fulltime,1124
2010,Good,Pretty happy,E. sou. central,$10000 - 14999,Other,Female,Lt high school,62,Widowed,Working fulltime,1125
2010,Good,Not too happy,E. sou. central,Refused,White,Female,High school,22,Never married,Working fulltime,1126
2010,Fair,Not too happy,E. sou. central,$25000 or more,White,Male,Bachelor,35,Never married,Working fulltime,1127
2010,Poor,Not too happy,E. sou. central,Not applicable,Black,Male,Lt high school,75,Married,Retired,1128
2010,Poor,Not too happy,E. sou. central,Not applicable,Black,Male,Lt high school,69,Divorced,Retired,1129
2010,Not applicable,Pretty happy,E. sou. central,$20000 - 24999,Black,Female,High school,50,Divorced,Working fulltime,1130
2010,Poor,Pretty happy,E. sou. central,Not applicable,White,Female,Junior college,66,Divorced,Retired,1131
2010,Excellent,Pretty happy,E. sou. central,$15000 - 19999,White,Female,High school,50,Divorced,Working fulltime,1132
2010,Good,Pretty happy,E. sou. central,$15000 - 19999,White,Male,High school,23,Never married,School,1133
2010,Not applicable,Very happy,E. sou. central,Not applicable,White,Male,Lt high school,67,Divorced,Retired,1134
2010,Good,Pretty happy,E. sou. central,$25000 or more,White,Female,High school,36,Divorced,Working fulltime,1135
2010,Good,Pretty happy,E. sou. central,Refused,Black,Male,Lt high school,23,Never married,Working parttime,1136
2010,Not applicable,Pretty happy,E. sou. central,Not applicable,Black,Female,High school,48,Never married,Other,1137
2010,Good,Pretty happy,E. sou. central,$10000 - 14999,Black,Female,High school,39,Never married,Keeping house,1138
2010,Good,Pretty happy,E. sou. central,Not applicable,Black,Female,High school,25,Never married,Working fulltime,1139
2010,Not applicable,Very happy,E. sou. central,Refused,Black,Female,High school,28,Never married,Keeping house,1140
2010,Poor,Pretty happy,E. sou. central,Not applicable,Black,Male,Lt high school,62,Never married,Other,1141
2010,Not applicable,Pretty happy,E. sou. central,$25000 or more,Black,Female,High school,36,Never married,Working fulltime,1142
2010,Not applicable,Pretty happy,South atlantic,Not applicable,White,Male,High school,68,Separated,Retired,1143
2010,Not applicable,Very happy,South atlantic,Refused,White,Female,Junior college,59,Widowed,Working fulltime,1144
2010,Excellent,Very happy,South atlantic,Not applicable,White,Male,Junior college,80,Married,Retired,1145
2010,Good,Pretty happy,South atlantic,$25000 or more,White,Female,High school,59,Married,Working fulltime,1146
2010,Good,Not too happy,South atlantic,$25000 or more,White,Male,High school,46,Divorced,"Unempl, laid off",1147
2010,Good,Pretty happy,South atlantic,Not applicable,White,Female,High school,89 or older,Widowed,Retired,1148
